no_wrk_aux,no2_wrk_aux,o3_wrk_aux,temp,rh,t_since_depl
0.050299,0.0019698333333333,0.0362465,36.53777016666667,15.796435833333334,2458
0.0281394999999999,0.0210408333333332,0.0339383333333333,7.424896833333333,53.726745,862
0.041295,0.0057158333333333,0.02093,27.7255865,53.25566416666667,4326
0.0293315,0.015959,0.0336178333333333,-1.6117701666666666,15.023978833333333,805
0.0292989999999999,0.0163413333333333,0.0350746666666667,16.615752833333335,75.4013355,2873
0.0290076666666666,0.0159494999999999,0.0365473333333333,23.418408666666668,33.739537166666665,3784
0.02649,0.0186939999999999,0.0389546666666666,11.384762166666668,75.38934466666666,599
0.0299578333333333,0.0214734999999999,0.0261325,7.840159833333334,63.187846,722
0.0298638333333333,0.0142005,0.0362398333333333,16.979794666666667,17.636820333333333,1072
0.041831,0.005174,0.0379526666666666,35.16430283333333,31.203399666666662,5890
0.0304298333333333,0.0135871666666666,0.0439661666666666,28.412030333333337,14.162671833333333,3231
0.0306855,0.0213336666666666,0.0251596666666666,9.908482166666667,67.44423,7504
0.0326775,0.0137209999999999,0.0254893333333333,23.414697333333333,62.269329,4804
0.0305653333333333,0.0151276666666666,0.0413418333333333,23.731805833333333,75.58985233333333,4250
0.0256321666666666,0.0206391666666667,0.0439693333333333,11.178345,57.738972,2230
0.0212671666666666,0.025075,0.0509981666666666,17.320740333333333,37.514424,2634
0.037676,0.0068298333333333,0.0219995,28.991159,48.04508916666666,6682
0.0519553333333333,-0.0033305,0.016571,33.918367,45.059785,5384
0.0299386666666666,0.0149434999999999,0.0359441666666666,12.017949166666666,60.13470683333333,2954
0.0393806666666666,0.0027243333333333,0.0193851666666666,29.411797166666663,29.278146166666662,6994
0.0283431666666666,0.0176014999999999,0.0319695,12.073983333333333,42.537823833333334,7624
0.0668961666666667,-0.0120648333333333,0.0209669999999999,41.12253583333333,26.5297655,4616
0.0364842372881356,0.0078252542372881,0.0287818644067796,31.24992559322034,29.05447474576271,4115
0.0265098333333332,0.0200946666666666,0.0403224999999999,7.340394166666667,51.81249483333333,1435
0.0319804999999999,0.0156871666666666,0.0231909999999999,22.633833666666668,71.92735483333334,5906
0.0333348333333333,0.0132408333333333,0.0232124999999999,22.980815,64.6572015,6151
0.0317003333333333,0.0185069999999999,0.0228035,16.1280065,72.01276466666667,7203
0.025907,0.0196971666666667,0.0314415,11.104473666666667,65.35805583333334,3577
0.0600848333333333,-0.0067805,0.0161703333333333,37.780319666666664,35.345349666666664,5937
0.0427179999999999,0.0076686666666666,0.0423471666666667,38.84701166666667,23.515391,5316
0.0279998333333333,0.0178446666666666,0.0346845,7.881972833333333,70.55178283333333,1724
0.0291906666666666,0.0185948333333333,0.0316508333333333,13.3322325,71.24520516666666,7686
0.0317278333333333,0.0166006666666666,0.0373031666666666,16.941237,43.26009916666667,2454
0.0480359999999999,0.0268503333333333,0.0241341666666666,1.8400956666666664,65.841776,1902
0.0393551666666666,0.0051135,0.0260498333333333,31.1927375,25.560073666666668,3829
0.0368676666666666,0.0076706666666666,0.0252056666666666,26.661008833333337,30.98732,3802
0.0276358333333333,0.0195019999999999,0.0349743333333333,7.531790666666667,71.87601833333333,1446
0.0292328333333333,0.0181374999999999,0.0321049999999999,12.123910833333332,55.41870516666667,2974
0.0346003333333333,0.0080653333333333,0.0233738333333333,16.378245833333335,29.724898666666668,7737
0.0325785,0.0146431666666666,0.0385898333333333,21.951691333333333,41.94847866666667,3172
0.0307993333333333,0.0153344999999999,0.0287904999999999,21.398135166666663,60.17636233333334,5544
0.0294854999999999,0.0185549999999999,0.0318163333333333,1.0837931666666667,38.968691166666666,8332
0.0298809999999999,0.0160986666666666,0.0368526666666666,24.247992333333332,42.672907333333335,2535
0.0289654237288135,0.0171579661016949,0.0293927118644067,5.828055593220339,67.15228576271187,539
0.0268961666666666,0.0207051666666666,0.0317981666666666,10.400918333333331,55.76605716666667,7651
0.0295939999999999,0.0157014999999999,0.0292478333333333,5.931456666666667,47.8597585,8740
0.0296823333333333,0.0157771666666666,0.0347213333333333,9.498034833333334,39.950552333333334,2618
0.0361288333333333,0.0100323333333333,0.0245641666666666,17.676827833333334,23.202505666666667,1641
0.0306936666666666,0.0139888333333333,0.031471,20.130260333333332,73.98886949999999,6264
0.035941,0.0144091666666666,0.0215151666666666,18.8569075,62.5296425,6343
0.0434783333333333,0.000757,0.0153484999999999,28.716962,33.9393455,5600
0.0298128333333333,0.0199285,0.0239971666666666,11.672738666666667,73.094483,6480
0.0298864999999999,0.0222964999999999,0.0264503333333332,5.13475,49.7593935,8132
0.0331293333333333,0.0108989999999999,0.0316743333333333,25.056091333333335,22.757516333333335,7669
0.028366,0.0196423333333333,0.0322514999999999,4.2192075,49.07370783333333,8496
0.0249471666666666,0.0211386666666666,0.0385145,14.633236333333333,61.098216666666666,6450
0.0299214999999999,0.0151116666666666,0.0359331666666666,28.572399333333333,32.63773616666667,3853
0.0304953333333333,0.0152415,0.0301126666666666,9.474489833333331,44.270477166666666,7418
,,,,,8153
0.0288381666666666,0.016685,0.0311936666666666,22.13912,69.75944683333333,6716
0.0270321666666666,0.020455,0.0340616666666666,7.224536166666667,57.8605225,7798
0.029187,0.0156474999999999,0.0320883333333333,22.099214166666663,73.76141866666667,6701
0.0313284745762711,0.0133550847457626,0.0284006779661016,12.07514,43.92501525423729,35
0.0293028333333333,0.0166121666666667,0.0348446666666666,6.802274833333334,59.62008983333333,1401
0.0304145,0.0245426666666666,0.0305651666666666,2.3989358333333333,39.76800933333333,8349
0.0307919999999999,0.0180305,0.0518405,34.48652333333333,31.986944833333332,4791
0.0281288333333333,0.021203,0.0504348333333333,25.909257166666663,71.56679016666666,4988
0.030709,0.0130501666666666,0.0424279999999999,25.905330166666666,20.536152666666663,2656
0.0306998333333333,0.0138521666666666,0.0338091666666666,16.409351,22.495968,853
0.0333923333333333,0.0224721666666666,0.0254466666666666,6.161638333333333,60.501374166666665,438
0.029373,0.0194628333333333,0.0329436666666667,24.554436833333337,67.7961235,4610
0.0295594999999999,0.0163758333333333,0.0308566666666667,12.589255833333333,75.32890816666666,8664
0.0284874999999999,0.0190116666666666,0.0359956666666666,12.4432555,71.044611,2166
0.0291156666666666,0.0156833333333333,0.0324129999999999,21.056078833333338,60.011711,5811
0.0303898333333333,0.0147868333333333,0.023312,20.945121,71.21649083333334,5765
0.0288016666666666,0.0238438333333333,0.0299113333333333,2.806357833333333,36.69813216666667,7770
0.0310671666666666,0.0151421666666666,0.0220488333333333,15.9134465,69.89987766666667,3843
0.0280938333333333,0.0171031666666666,0.0284828333333332,8.305439333333334,48.49690716666667,163
0.0312824999999999,0.0139633333333333,0.0333241666666666,10.762114166666668,53.12650216666667,2077
0.0312318644067796,0.0135279661016948,0.0317403389830508,7.295150508474577,35.07018796610169,1307
0.0436001666666666,0.0029005,0.0294495,34.819643666666664,37.316865666666665,5800
0.0200251666666666,0.0309139999999999,0.0466296666666666,26.677290166666666,62.5221365,5708
0.0347456666666666,0.0127521666666666,0.0265814999999999,12.276349666666666,30.6237215,8289
0.0317571666666666,0.0146851666666666,0.0330181666666666,22.011924,72.04977916666667,4947
0.0380995,0.0084006666666666,0.0383501666666666,30.539597833333332,8.240013833333334,2413
0.0221376666666666,0.0281126666666666,0.0462056666666666,26.055510166666668,66.58620983333333,6115
0.0287781666666666,0.0169829999999999,0.0352433333333333,4.727662166666667,69.8578555,1744
0.0317356666666667,0.0128935,0.050435,36.26394033333333,13.984052666666669,3517
0.038198813559322,0.0074038983050847,0.028533220338983,32.04469491525424,29.80701118644068,4139
0.0370895,0.0092153333333332,0.0432723333333333,36.91775883333333,17.536374333333335,5632
0.0417454999999999,0.0039219999999999,0.0290858333333333,34.79846416666667,22.1366345,7140
0.0312563333333333,0.0144111666666666,0.0308729999999999,21.145073666666665,27.163240666666667,710
0.0362224999999999,0.0106946666666666,0.048724,33.52527283333333,14.753848166666666,3254
0.0309803333333333,0.0138498333333333,0.0381126666666666,25.561542,30.223802833333338,3780
0.0369599999999999,0.0169653333333333,0.0208105,15.9093935,69.90824916666666,6341
0.0311233333333333,0.0231643333333333,0.0555558333333333,37.461936,35.2519105,5968
0.0278811666666666,0.0226673333333333,0.0298851666666666,6.165692,58.672531,675
0.0280406666666666,0.0170701666666666,0.0349356666666667,3.4815501666666666,58.2667695,364
0.0285951666666666,0.0158526666666666,0.0303795,3.745436166666667,55.82591383333333,336
0.0320173333333333,0.014546,0.0363379999999999,25.927652833333333,74.1812725,4685
0.0326435,0.0119756666666666,0.0239361666666666,10.732539166666667,35.25834566666666,8122
0.0284145,0.0181928333333333,0.0283176666666666,5.558317166666667,71.049419,535
0.0307073333333333,0.0145865,0.0278701666666666,9.500676333333333,35.851681166666665,8124
0.0302485,0.0161956666666666,0.0337235,15.964849833333334,63.56168616666667,303
0.0277411666666666,0.0171023333333333,0.034453,10.590522833333331,43.50717183333333,17
0.0282513333333333,0.0201836666666667,0.030389,17.247623333333333,69.00093533333333,3836
0.0377148333333333,0.0075826666666666,0.0383603333333333,31.753008,22.13066583333333,3756
0.0291171666666666,0.0170368333333333,0.0320256666666666,13.335782666666669,53.83749316666667,3197
0.02853,0.0192846666666666,0.0315554999999999,4.946111166666666,45.431959,7558
0.0316311666666666,0.0142863333333333,0.030916,7.938519833333333,24.399425666666662,8508
0.0294694999999999,0.0158228333333333,0.0338171666666666,11.120271833333334,30.799883833333332,1261
0.0298891666666666,0.015904,0.028098,7.7693135,56.58063466666667,724
0.0277168333333333,0.0153576666666666,0.0419045,20.8342955,13.861985833333334,2367
0.0288891666666666,0.017512,0.031648,-0.6272768333333333,30.842441166666667,747
0.0253918333333333,0.0243341666666666,0.0567254999999999,30.666846,45.900841166666666,5370
0.0323879999999999,0.0137146666666667,0.0367139999999999,23.290243333333333,70.35951916666667,3918
0.0297409999999999,0.0177375,0.0233348333333333,14.872158,67.92880566666666,6986
0.049152,-0.0051328333333333,0.0141621666666666,31.981825166666667,18.5621665,3417
0.0231215,0.025249,0.056798,26.045778,43.00063383333333,4002
